edad,asistencia,promedio_parcial,horas_estudio,uso_plataforma,tareas_entregadas,participacion_foro,trabaja,modalidad,internet_hogar,abandono
32,65.58339604399978,3.245730717750196,11.467622340224489,27.767246142317063,8,20,No,Presencial,Bueno,1
30,81.23930388505887,5.728593592953268,9.934339498872054,16.07822688893802,10,16,Si,Presencial,Bueno,0
32,88.21875995182899,3.9377969376525517,14.595963721901633,10.80680444431194,9,19,No,Online,Regular,0
44,70.6141886846021,4.408468251133454,5.392548533374658,39.745379500226754,8,7,No,Presencial,Regular,1
31,75.0728000845955,6.158017949844686,19.558057376459,9.514861844498183,6,5,No,Online,Regular,1
40,86.42051868889426,5.12038261865519,10.191141431009607,9.990425225682031,8,19,No,Presencial,Bueno,0
31,89.75930308812441,3.8784910398631727,4.7482420375793675,5.454392464626157,7,24,Si,Presencial,Regular,1
41,100.0,3.955910976319068,5.611067384806498,15.347062213029787,9,11,No,Presencial,Bueno,0
38,86.46330047239114,5.944512055775028,10.601813598191828,15.909116658162695,6,3,Si,Presencial,Bueno,0
18,86.54957099635648,3.5280701551099445,0.0,42.809401389589496,7,17,No,Presencial,Bueno,1
36,67.48965113545903,3.961986698411656,11.407312714021739,29.192980176888987,4,20,Si,Online,Regular,0
34,100.0,5.02349207398233,6.915869095247226,23.227354072536556,5,4,No,Presencial,Bueno,1
44,63.574099575494444,5.651954045381215,6.33009594938375,7.393268871327923,7,21,Si,Presencial,Regular,1
38,83.39520072891526,3.226332708880737,3.6494022086029423,13.627335719425092,6,12,No,Presencial,Regular,1
20,90.15964015397799,4.639428613742591,13.622922472323213,37.45772418879764,8,7,No,Online,Regular,1
26,61.55259329620943,5.580689344271653,10.350591879070517,11.20510413205368,7,20,No,Online,Bueno,1
19,91.57531840218982,4.11651341231326,3.4797807038712403,43.703158490646395,8,10,Si,Online,Bueno,1
19,53.264943116123554,4.6205238670202124,13.849030355651916,42.68120614674177,4,14,No,Online,Regular,1
38,56.27277143316364,6.093117955586449,10.320512602853269,13.884072331293874,9,7,No,Online,Bueno,0
40,84.21835792173493,4.26378746188673,9.744286279424594,31.302586135483523,7,12,Si,Presencial,Regular,0
35,66.59784921680736,3.197513534523028,11.503559646477019,0.0,10,23,Si,Presencial,Bueno,1
24,83.27320170988894,4.537208627702444,7.470314681633941,24.552742591667588,5,5,Si,Online,Regular,0
38,59.87922461859004,4.715703917123971,8.121025498051967,31.803213948996387,3,14,Si,Presencial,Malo,1
30,71.23537632035716,4.609195940808526,10.500356769724238,30.856737613524714,7,14,No,Presencial,Bueno,1
29,66.67531136274755,2.763474262198871,15.985019194369666,27.747051279574247,9,17,No,Presencial,Bueno,1
43,82.97201022126927,4.902608726532548,9.122605662665102,18.055514061015828,8,15,Si,Presencial,Bueno,1
18,47.40855653427907,5.016305005024657,6.126353895815448,12.847055234457713,7,16,No,Presencial,Regular,1
32,71.3840230177411,5.077692052415924,0.0,14.503100269227232,5,21,No,Presencial,Bueno,1
36,75.51409677642597,3.2913139879013418,20.869898964478374,30.85113600580023,6,16,Si,Presencial,Bueno,1
33,73.72055718015804,6.744931923557669,5.423019545792411,36.15273740579403,8,16,Si,Online,Bueno,1
21,81.09940821260925,2.7278054205574596,0.8638414298841148,17.573244905285403,7,16,No,Presencial,Malo,1
22,100.0,5.821974981208044,12.436647626447009,26.30229521949861,8,24,No,Online,Regular,1
37,76.56717487931486,3.8822614389357724,0.0,26.071342011751373,2,0,No,Presencial,Bueno,1
22,89.11179053727166,5.6394244654271235,11.229204228304258,28.20351024713925,9,6,No,Presencial,Bueno,1
42,84.1997073436668,4.821828889171725,12.568984395889927,23.81584608724588,8,10,Si,Presencial,Bueno,1
32,95.77947215167634,3.8183680120398362,9.61979050985201,28.595191347835822,3,13,Si,Online,Bueno,1
34,94.68656121902231,3.5872814629630945,11.949693089327754,40.6645425190285,8,7,Si,Online,Bueno,1
22,42.27599232738911,5.638754235843283,7.436447078915742,6.5079676241399405,2,31,No,Online,Regular,1
33,96.24436332473377,4.555941559239055,9.13823444746045,15.231953687775789,7,2,Si,Online,Bueno,0
23,62.0088315587062,3.2992005622408667,9.585333735467746,19.3989771378605,8,7,Si,Presencial,Regular,1
37,87.54283935039247,3.4703738450457475,6.171837745232057,17.33527520954685,6,22,Si,Presencial,Bueno,0
28,41.80205326842296,4.380744070342306,8.146352361961922,25.33749083051726,6,12,No,Online,Bueno,0
26,69.79476080890657,6.060722708633043,7.830847071870305,20.067616450254754,5,18,No,Presencial,Bueno,1
21,83.98986815614983,4.425688590763238,7.4671633151987775,15.788854172903644,7,13,No,Presencial,Bueno,1
32,96.87462474300095,2.3920481354708167,14.07314289463616,33.80193827261428,10,14,No,Presencial,Bueno,1
32,94.3025132617866,5.71724122189595,6.13413055065841,23.94253881689557,6,12,Si,Presencial,Regular,1
30,74.58492544304393,3.8085162807265704,8.220646520337402,33.97422377592349,7,11,No,Presencial,Regular,1
22,72.8610158644615,5.627473949024603,12.995001233193566,29.046891632456667,7,12,No,Presencial,Bueno,1
29,82.1791550072917,4.250245746867753,5.584415622590282,35.25558617863433,6,12,No,Online,Bueno,1
22,80.52238087800177,5.195148542498264,12.242363141142096,31.128085602171517,7,14,Si,Online,Bueno,1
32,70.82591233711241,6.594682420268006,17.130455793869505,0.0,8,18,No,Online,Regular,0
31,71.05019180809212,5.498989525221288,6.545501361361304,23.065357647659702,6,22,No,Presencial,Bueno,1
39,72.10819449313239,1.2365787781595428,4.084954221247658,24.292646577405975,8,10,No,Presencial,Bueno,0
44,72.58721231534422,5.396560258244689,15.100531061229336,9.2083878330683,6,6,No,Online,Bueno,1
35,80.66453859480687,4.6334721903163665,19.937472327964056,32.325321631385634,6,10,Si,Online,Regular,0
19,68.71276604489222,4.165157000656391,13.31161846888002,20.053798062206905,7,0,No,Presencial,Bueno,1
32,83.36070982097631,5.300743919968728,12.111878877853574,18.675946818499654,4,25,Si,Online,Regular,1
38,75.69876229342124,4.744262881964556,19.47662898413776,11.059784687676073,3,19,Si,Presencial,Bueno,1
40,71.51549063102476,3.8334302115204686,18.018269933070545,12.392140161382425,10,16,Si,Presencial,Bueno,1
24,83.0999686205864,4.925097863707756,10.619214531695137,25.81966519154689,3,11,Si,Presencial,Bueno,0
32,75.64247164561898,4.72650416880051,10.570992212327381,20.812883092189164,3,30,No,Presencial,Bueno,1
27,73.72606097563313,4.953747249289414,8.601757366326229,23.278139804951532,8,0,Si,Online,Malo,1
38,85.68108241533884,5.016587739344626,12.862158494764806,16.614444283193304,4,10,Si,Presencial,Bueno,1
29,79.62160859640753,6.540233185903041,13.679007201837688,26.660987301371982,6,15,Si,Presencial,Bueno,0
40,79.16462873859297,4.915126305869875,5.485300160413816,40.995010384094854,10,20,Si,Online,Regular,1
43,98.00690245372459,2.621457556356046,12.528261535755401,30.055402229276993,9,24,No,Online,Regular,1
35,41.23203008161474,4.595493864070032,12.775544155209442,36.18752192601745,7,29,Si,Presencial,Bueno,1
18,77.65360959373145,4.829477632101016,11.044041453460538,18.02266394653492,5,16,No,Presencial,Bueno,1
42,47.677866719241806,4.628351660139775,9.032592871263324,15.817402603199106,2,0,Si,Presencial,Regular,1
22,56.618007598547806,3.160692617473652,13.006720093288493,5.99119956315821,10,11,Si,Online,Malo,1
20,34.099829583913255,6.377724568957422,7.636628106641462,23.75803606294737,6,19,Si,Presencial,Bueno,0
41,78.57489247088222,3.916150323446003,7.289600059810304,14.391791358135617,5,12,No,Presencial,Bueno,1
24,83.81768759878639,6.124037270889934,7.0892193114180815,25.17450680205655,6,18,No,Presencial,Regular,1
19,83.6900674384845,6.610130568721093,15.00912537483767,15.671030899889278,6,19,No,Online,Regular,0
40,73.60101706274206,5.6299257775295795,13.951885548125112,37.32774020203098,9,20,No,Presencial,Bueno,0
21,42.30367313066536,5.013948515865846,11.510063474850678,18.201810246096247,8,5,Si,Online,Bueno,1
39,95.6780887125966,4.835181220588234,11.986412083504925,26.296469870497106,7,18,No,Online,Regular,0
43,72.75668197048064,6.139698273407153,8.769742188538219,17.39279184122337,6,25,No,Presencial,Regular,1
36,48.50304648948272,4.470644724906807,6.020694414403912,2.0111437494233577,7,30,Si,Online,Malo,1
24,83.89610996204613,2.90969046138508,14.443040903025565,28.431693084445246,5,19,Si,Presencial,Regular,1
27,65.84469491703265,6.364957388908066,7.262403977665835,48.116503022727514,10,24,No,Presencial,Regular,1
28,68.7082280393902,5.570086304666859,12.052907360441953,13.576965997120958,4,8,Si,Online,Regular,0
36,72.9429906435789,4.777145214932291,13.65343340159285,33.47344295377093,7,4,Si,Online,Regular,0
21,86.80751365212838,5.121687765665053,6.754765973837495,5.183625364491977,6,21,Si,Presencial,Regular,0
27,67.24726719667635,4.538299483792736,8.50596231953627,13.017213890191321,8,11,No,Presencial,Regular,1
42,67.85732223122828,4.564055708391267,14.175052328125425,24.606061094531853,3,18,No,Presencial,Bueno,1
29,59.45959383578152,4.466276430738958,4.263624193080059,18.96441764653344,6,3,No,Presencial,Regular,1
25,46.237838674822314,4.121750508981461,18.013344470897273,1.7079130891016163,7,16,No,Presencial,Bueno,1
31,71.95501884106204,5.92868071428072,10.391030608000275,13.132644473123607,7,2,No,Presencial,Bueno,1
37,92.47666880440946,5.15660440654467,16.34128264589579,39.34769625373779,6,0,No,Presencial,Regular,0
35,66.60049137238025,5.432446080657295,19.748193845019173,24.320429056921604,8,29,No,Presencial,Regular,1
19,61.49372050390372,4.413810917593604,11.52016266899084,39.02475539749172,8,13,No,Online,Bueno,1
43,75.26843101602542,5.656861419115504,0.36811176457265127,0.0,5,23,Si,Online,Regular,1
19,83.31619557131977,6.359914655312966,4.334472069610906,17.049668333188887,5,27,Si,Presencial,Malo,1
19,49.42214034828146,3.234765748897993,9.37897100320438,1.7672584597102734,5,5,Si,Presencial,Bueno,1
19,67.33683987000049,4.828194373783734,3.8065490774833997,26.902980518206345,10,27,Si,Presencial,Bueno,1
18,61.920699080512165,5.081119332673922,6.533595455357281,21.931125951426104,7,18,No,Presencial,Bueno,0
32,93.5192540637878,5.641485884687066,6.937957951805659,33.57347541772769,6,12,Si,Presencial,Regular,0
28,76.91246057996771,2.9437429536489246,16.30891310753952,21.311064949321572,4,20,No,Online,Bueno,1
38,55.772455522630366,5.329114025051538,11.280984943110887,19.364038992457417,8,14,No,Presencial,Bueno,1
19,90.21847868346633,5.641546187409091,11.774247409385923,43.75454550587328,6,11,No,Presencial,Bueno,1
31,78.747698875497,5.47449921457924,16.574695460871716,23.79514439360333,5,9,No,Presencial,Bueno,1
37,85.66624613503873,6.291480384377105,12.420979847655293,32.66444117716267,7,23,Si,Presencial,Bueno,0
23,88.84703493447388,4.6629327261355416,2.84254429482311,1.782182730111849,7,14,No,Presencial,Malo,1
31,71.52804624441487,4.541357290543078,8.643719566365608,18.184306269901704,6,12,Si,Online,Bueno,1
26,47.4522575785598,6.028040101172326,14.442322242787426,33.57783197280758,4,22,No,Presencial,Bueno,0
39,100.0,6.606396730964362,3.2021300381676596,19.641630481974246,5,28,No,Online,Regular,0
27,89.0748837436495,4.51020221822068,16.36780977849641,35.963486452556076,4,1,No,Online,Regular,1
23,65.58417881113657,6.409714507933163,11.739875384754543,16.203225379491396,6,5,Si,Online,Bueno,1
39,62.14302627164106,2.075394386820941,5.435853400628535,22.360114128468826,8,23,No,Online,Regular,1
27,40.01393469528742,3.9061017937495404,4.165915947857995,35.18015128347004,6,6,No,Presencial,Bueno,1
30,61.362838417082884,5.85773931461167,13.358040374504398,33.78735019079133,3,25,Si,Online,Bueno,0
36,88.64547882446794,5.290170215703293,10.242320606151244,21.85384573991276,3,34,No,Presencial,Regular,1
32,69.87908405521672,3.637462968081636,18.875170027635214,5.055976374695456,8,9,No,Online,Regular,1
29,67.39827599021594,2.9183256627875513,1.176846275299786,19.603941863756845,6,8,No,Online,Bueno,1
37,77.24979294438256,5.261933820378751,3.2459025437467117,31.15570837942367,8,16,No,Online,Bueno,0
23,71.80582716128326,1.565680726231463,7.41104891746458,19.25036851879427,9,14,No,Presencial,Bueno,1
35,100.0,4.264723660984021,8.263154793842777,17.807480764769785,6,9,Si,Presencial,Bueno,1
22,85.60514834631975,5.0832960374104585,2.6976033383856093,11.748247045062673,8,29,Si,Online,Regular,1
24,76.46249128875127,5.514011538798466,10.36743238702271,35.42647749542582,7,23,Si,Presencial,Bueno,1
42,70.89846583980682,6.107650118428671,11.177066631517738,8.65756257257317,9,7,No,Presencial,Regular,0
26,99.03731679100734,5.373909976287374,16.501247103851654,9.702638810323192,3,12,Si,Online,Bueno,1
43,79.8178983214385,3.93236094673441,9.956207702979814,12.049940086407466,7,15,Si,Presencial,Bueno,0
21,50.94294183383009,4.438441232670932,14.78380180577392,4.152123448251439,7,10,Si,Presencial,Regular,0
40,73.59817129174002,4.459109840776188,0.0,15.063726583204119,8,2,Si,Presencial,Bueno,1
18,67.22629379541573,3.902509404467802,14.525789691548876,12.526997693518762,9,8,No,Presencial,Bueno,1
44,89.61872349136046,4.927573707113438,2.041680981845305,43.410671068945746,4,21,Si,Presencial,Bueno,1
41,86.5605684105208,6.373287699935965,8.055935886878764,22.074535117264823,10,15,Si,Online,Regular,1
35,91.91267691309174,5.522700260772302,12.979856491417383,27.70883929729524,7,18,No,Presencial,Regular,1
22,48.019623471551974,5.207835391434315,13.3244787309014,25.974731963039694,6,22,No,Presencial,Regular,1
34,56.387654054144534,5.2803120307217295,10.439043633497798,25.540552148683684,5,12,No,Presencial,Bueno,1
37,26.23043571224307,4.718939294124886,13.65369449973869,27.402660825647715,5,12,No,Presencial,Regular,1
26,86.02313627657688,4.250295246924304,10.16006375777287,25.61361643132821,6,22,No,Presencial,Malo,0
23,85.63263675281907,6.5341883141118,26.539249463057725,26.3645788228597,6,7,Si,Presencial,Bueno,0
30,79.54472025831284,5.333754207260991,0.24044773874129532,18.402649325248266,6,14,Si,Online,Regular,0
24,94.31756155863101,2.7844928495529824,11.37679279982825,20.718825302771016,1,16,No,Presencial,Regular,1
25,66.31319928468339,4.6838926080052765,10.321135530074985,17.85943788327767,5,34,Si,Presencial,Bueno,1
28,73.43735430654489,3.466326621783786,18.318348211312717,15.405661565118336,5,7,Si,Online,Bueno,0
42,74.07977981974618,5.9132953970772935,18.053333231240693,4.03256416850687,8,26,No,Presencial,Regular,1
33,72.79938292193644,5.326995455150645,0.9553960787640925,18.491918205959998,6,27,Si,Presencial,Bueno,0
41,79.65521584984104,5.939641101868695,9.116699435249465,22.318928161979382,4,15,No,Online,Regular,1
37,58.31486000478094,4.408469763759359,12.599034082312313,27.653164879987386,5,13,Si,Presencial,Bueno,1
21,72.54742467173833,4.100239760895716,11.840695841725699,17.657174154270688,6,13,Si,Presencial,Bueno,1
37,82.75975445240236,4.279955325925656,17.143627097524174,24.217461923602492,6,20,Si,Presencial,Bueno,1
28,84.74568213381367,5.123859897958508,12.010482308392378,22.384677673562177,7,28,Si,Presencial,Bueno,1
33,54.7164055412922,4.916454244806582,11.687991389134812,25.938136085614225,7,7,Si,Online,Bueno,1
40,59.30277389144122,5.019530521952022,2.1938966066942447,18.15536980048774,4,11,Si,Presencial,Regular,1
44,82.04371521053339,4.369601364445207,10.675877740823527,31.21714490226734,9,1,No,Online,Regular,1
32,58.87440608999911,3.9441460507692927,14.280122140988057,20.207253878745632,8,24,Si,Presencial,Bueno,1
21,63.524706385831266,4.68441092641278,12.96487728321432,27.42098277048005,5,12,No,Online,Regular,1
28,46.52617744140416,5.560627090951488,7.290835853719729,19.268838790188205,5,18,Si,Online,Bueno,1
37,56.43347150497408,4.10635389654983,16.28748742042568,20.513930667850385,9,9,Si,Presencial,Bueno,1
24,56.49124833752738,3.6696707553317216,5.160506302872988,21.179453245627343,5,5,Si,Presencial,Regular,1
28,96.25334242246237,4.3666922605486835,4.918834039919857,33.33050653246113,10,22,Si,Online,Malo,1
40,59.0480460319675,4.1044977718601485,6.80838350255584,18.287928514448943,5,13,No,Online,Regular,1
25,95.49623960590675,4.80749523293185,9.785320883223166,33.21252057679649,4,12,No,Presencial,Malo,1
34,89.34486739697955,4.128747392875286,16.576897724477742,29.759804035683906,6,21,No,Presencial,Bueno,1
42,59.46044263258398,4.3908875492974495,9.592329807196055,20.28960601078245,6,19,No,Presencial,Regular,1
41,84.86040767299852,5.043664628328807,10.283005665056205,23.486534391096928,5,25,Si,Presencial,Regular,1
44,85.35343153768257,4.729689083262682,20.187360450032642,11.118567051265451,7,12,Si,Online,Bueno,1
35,98.10109906747843,4.902564174575442,1.8316726818217735,18.92444729487363,3,16,Si,Presencial,Bueno,0
33,51.5248677093622,4.217452833834323,12.316854500610212,0.3857714176716023,6,12,No,Presencial,Malo,1
24,69.79563456861855,4.393418501931554,11.937561689835585,0.0,4,7,Si,Presencial,Bueno,1
28,63.30613910059631,4.681987168301398,6.3999335376599635,21.47474793687703,3,7,Si,Online,Bueno,1
25,58.13552734301224,3.8483736980226766,7.6748858937105044,11.388255929433003,9,23,No,Online,Regular,1
19,97.9428045903519,3.502262425768362,21.267472903586608,24.863123288685703,7,10,Si,Online,Regular,1
28,96.12222117994716,6.325055999509976,11.336186343658602,13.06604449949239,4,22,No,Online,Regular,1
41,54.01610419534413,6.022454597794479,1.7842243783807792,29.458270551644738,6,10,No,Presencial,Bueno,1
33,66.5264066466326,3.9258544548292935,10.886645206964435,40.40328784024952,8,7,No,Online,Bueno,1
22,77.08216981148377,4.07666605506041,6.0943754937538435,20.453811784763925,5,22,Si,Online,Bueno,1
28,78.1325226992936,6.914061811666695,11.720166242359962,10.108720494232383,4,16,No,Presencial,Bueno,1
25,73.83695609102861,5.506723229807219,8.318773261486943,0.7885859941897841,8,21,Si,Online,Malo,1
28,83.81879523184894,4.206155645425422,20.212336325700136,18.642380003695084,8,3,No,Presencial,Bueno,0
20,74.92592538477307,5.394582513148447,8.435424465269794,18.973743262214533,6,23,No,Online,Bueno,1
25,71.72419453409502,5.003806764219345,0.0,28.27062637724866,8,23,No,Presencial,Regular,1
43,100.0,4.887575934157199,8.581768284281118,24.213647098239353,9,18,No,Presencial,Bueno,1
39,78.19177134709577,3.7889536376183544,0.21309356173841465,17.729250287267515,8,17,Si,Presencial,Bueno,0
43,81.2974992560628,5.405365588901689,5.83795680563585,7.598592690609555,5,11,No,Presencial,Bueno,1
36,90.54883698472942,4.326101226078791,7.980454236317897,21.58310164190888,4,18,Si,Presencial,Regular,1
30,94.79604332793859,3.990446100045161,1.9085358542146054,27.144342844691053,7,9,Si,Presencial,Regular,1
29,75.00580122681257,5.907047814471447,10.197858569547483,26.558514723166866,7,0,Si,Presencial,Bueno,1
32,61.482842465130446,4.227230201475388,10.835071534249966,17.44891439894178,4,4,No,Online,Regular,0
23,69.81794423826406,4.074251363357588,14.127878267530225,25.789197843011554,3,31,Si,Online,Regular,1
37,82.34129916383239,5.14455274707716,0.0,22.743953554753347,8,11,No,Online,Bueno,0
29,65.18792593486015,3.9791337475892643,10.51279265063463,34.49298632736158,4,17,No,Presencial,Bueno,0
44,78.78374260323248,4.847529501513037,11.237040066200208,0.0,6,13,Si,Presencial,Bueno,1
33,73.4533505539797,4.704553854200341,6.463493260544074,24.96045867290049,5,9,No,Online,Bueno,1
30,71.5501997439677,4.759824889799592,13.528329785768317,28.064804559664594,9,18,Si,Online,Bueno,1
21,66.54669659610252,3.5026118991773716,2.8210301554420454,15.657572599304796,5,16,No,Online,Bueno,1
34,97.04120880987946,3.7911030816757907,10.789447262846542,16.867186458062335,9,6,No,Presencial,Bueno,0
21,62.929012206384606,5.418402173612756,10.252237471965248,23.948490324705666,5,20,No,Online,Bueno,1
25,90.28513276674644,3.83799182657807,9.76210286678347,5.943743071555957,7,8,No,Online,Malo,0
19,100.0,3.5114632681540923,14.722754879682,31.408428018109486,5,23,No,Presencial,Malo,1
33,79.21484213506936,4.849717867996739,12.39200662804556,1.7985745007962635,4,9,No,Online,Bueno,1
43,69.21435606694573,5.050239006507991,8.69649163414634,30.97473679084061,6,12,Si,Presencial,Bueno,0
28,100.0,6.164875557941652,14.70540816381418,27.79386953687363,4,8,Si,Presencial,Regular,1
32,60.993175677767226,5.545040948451415,8.938362305965814,34.57654347905789,3,3,Si,Presencial,Bueno,1
41,96.33987883528266,4.538976367018404,6.7374038301211705,15.574140553090363,9,11,Si,Presencial,Bueno,1
31,83.03743898391642,5.5433768951669045,8.38935244496823,27.133735959706506,10,11,Si,Online,Regular,0
44,68.74922957713399,5.042204617580918,8.321316910605141,21.999066615533593,10,15,No,Presencial,Malo,1
32,76.30676606084492,3.5313769992907336,6.549398031412426,28.533040039153825,5,13,No,Presencial,Malo,1
36,68.93811433837853,4.261770560138788,2.060924559594511,18.797144556541127,8,19,No,Presencial,Bueno,0
25,76.87643838583095,5.4713906712388125,14.071039577823825,20.23996377137908,7,17,No,Presencial,Regular,0
36,52.89090083802658,6.10871767981219,9.15633473302431,7.008784791234985,9,20,No,Online,Bueno,1
36,59.85884678491903,4.227927305723495,14.337674250434183,6.378310971234045,10,21,No,Presencial,Bueno,1
21,64.40402479415243,3.604385502312204,3.5386429501509467,15.688686509158853,5,5,No,Online,Regular,1
42,70.68664096038293,6.132572264110197,3.7154978002553065,27.010634678699624,7,9,No,Online,Bueno,1
31,93.3433523541312,3.9790177315943134,0.5366856881941153,28.536287847592405,9,8,No,Presencial,Regular,1
35,57.191500004055015,4.006390173773855,4.931797370931326,18.87809687963885,8,3,Si,Presencial,Regular,0
34,77.94451412441646,3.4339089967645684,5.59416846698951,7.248654817461858,5,8,No,Presencial,Malo,1
21,46.18084027100224,5.454127990251323,9.139228550371215,19.225548991294687,6,8,No,Presencial,Bueno,1
35,85.46367914000066,3.427706692893827,19.26647298466392,8.428307889369584,6,25,Si,Presencial,Bueno,1
27,81.41037194795835,3.911979355364209,12.813177282089683,28.62357999105432,5,10,Si,Presencial,Bueno,1
21,75.74993995427455,4.357685181290753,9.399067392295457,28.52682196894738,7,2,Si,Online,Bueno,1
21,77.98856366286893,5.325095311533842,8.24472537310243,10.168137262697531,3,11,Si,Presencial,Bueno,0
29,89.62576238230193,3.209243218702856,17.621184878426682,19.376078514616268,7,23,No,Presencial,Bueno,0
26,43.5270824211112,3.7973933822332997,11.490638662089461,29.216435183540515,6,10,No,Presencial,Bueno,1
27,96.17404128227076,3.8350161017142623,3.160631094395124,15.077072058461633,10,9,No,Online,Malo,1
34,90.73232741832986,3.970282831473311,17.582776414628814,14.00319261097316,7,20,Si,Presencial,Bueno,1
26,62.24340450993787,6.16475073468588,10.093927964803898,22.77807300948661,2,23,No,Presencial,Regular,1
30,71.47983528830288,5.348866475119186,10.340504111742774,24.25475432223157,3,5,No,Online,Regular,1
42,72.50229121262738,3.438523231478902,10.236558346882845,20.258634650228505,8,8,No,Presencial,Malo,1
18,52.23512484856968,4.295820563174286,1.5270719454061759,20.5947301002232,7,15,No,Online,Bueno,0
29,72.83677463196852,4.553168362092156,8.781300388236573,7.959673511379261,6,0,Si,Presencial,Bueno,0
44,62.584792706090546,4.235891840948308,17.122322400962023,29.285329439722805,5,28,Si,Online,Malo,1
24,91.40840393721818,5.21591070017616,14.562423354857295,21.684233785121833,8,17,No,Presencial,Regular,0
42,75.76560387305597,2.230945493498716,7.8190642897093765,6.694606824731071,7,14,No,Online,Regular,0
28,59.76549417591193,4.542950309687061,6.033107523525216,17.42013307058144,10,21,No,Presencial,Regular,1
22,73.16018073900884,6.410803237426099,15.638284783762932,18.100276129790576,7,5,No,Online,Regular,1
38,49.10091900056791,4.412305265859805,8.330394735086571,22.451338791156857,9,23,No,Presencial,Bueno,1
44,68.32328699834586,4.651954412973929,7.8629296980173295,19.598021031506498,9,1,No,Online,Regular,1
27,67.96148596586531,4.025152357873613,4.665895763740386,14.148824976307331,10,15,No,Presencial,Bueno,1
35,88.28041421940078,4.738387914905041,14.43408608871491,10.325781479263146,6,16,Si,Presencial,Bueno,1
44,76.5744930614239,3.331118775588204,12.367788469998981,20.288414913885205,7,13,No,Presencial,Bueno,1
44,81.26338853580916,4.864318098999076,2.400825634592504,21.92150098407255,4,15,No,Presencial,Malo,0
30,87.84801131904567,5.114898472599518,12.653874863358876,37.46485609473095,8,17,No,Online,Bueno,0
42,57.25280552748811,2.8702614804497055,8.14011420323931,10.771759861335127,6,13,No,Presencial,Regular,1
40,95.7718817905154,4.559460304860943,7.651444046082754,12.580727450233296,6,11,Si,Online,Bueno,0
